Title;Rating;Image;Demography;Genres;Year;List
Masamune-kun no Revenge: After School;6.67/10;https://otakuteca.com/images/books/cover/60f4effc37fb9.jpg;Shounen;Comedia, Drama, Ecchi, Harem, Romance, Vida Escolar;2018 - 2019;Leido
Namae no Nai Kaibutsu;8.63/10;https://otakuteca.com/images/books/cover/6312c2cbec5b8.jpg;Seinen;Gore, Horror, Romance, Sobrenatural;2018 - 2021;Leido
About the Reckless Girl Who Kept Challenging a Reborn Man Like Me;0.00/10;https://otakuteca.com/images/books/cover/39735_TMOManga5b1f2bb68f438.jpg;Shounen;Reencarnación, Romance, Vida Escolar;2017;Leido
Aizawa-san Zoushoku;7.80/10;https://otakuteca.com/images/books/cover/635196d97aac6.jpg;Shounen;Comedia, Ecchi, Sobrenatural, Romance, Ciencia Ficción, Harem, Vida Escolar;2013;Leido
Akairo Crossroads;9.06/10;https://otakuteca.com/images/books/cover/5b7a464af08f4.jpg;Shoujo;Comedia, Vida Escolar, Sobrenatural, Romance, Drama;2016 - 2018;Leido
Akarui Sekai Keikaku;7.50/10;https://otakuteca.com/images/books/cover/634e489ac89fb.jpg;Shounen;Acción, Comedia, Ecchi, Romance, Harem, Vida Escolar;2012;Leido
Bleach;7.42/10;https://otakuteca.com/images/books/cover/5db9f8167ed7c.jpg;Shounen;Acción, Comedia, Samurái, Sobrenatural;2001 - 2016;Leido
Bocchi na Bokura no Renai Jijou;8.50/10;https://otakuteca.com/images/books/cover/634f4f99dccff.jpg;Shounen;Comedia, Drama, Recuentos de la vida, Romance, Vida Escolar;2013;Leido
Boku wa Nando Demo, Kimi ni Hajimete no Koi wo Suru;6.50/10;https://otakuteca.com/images/books/cover/634e244844a86.jpg;Shounen;Drama, Romance, Recuentos de la vida;2016;Leido
Can You Just Die, My Darling?;5.00/10;https://otakuteca.com/images/books/cover/5e45695cc226e.jpg;Shounen;Drama, Sobrenatural, Horror, Romance, Vida Escolar;2015 - 2019;Leido
Death Note 3 Years Later;6.00/10;https://otakuteca.com/images/books/cover/5fb332694aaae.jpg;Shounen;Sobrenatural, Misterio;2007;Leido
Death Note Episode 0;8.00/10;https://otakuteca.com/images/books/cover/12009_TMOmanga035250.jpg;Shounen;Sobrenatural, Misterio;2006;Leido
Cómo Conquistar A Una Doble Novia;8.67/10;https://otakuteca.com/images/books/cover/61da1ceb4e78a.jpg;Shounen;Comedia, Romance, Vida Escolar;2021 - 2022;Leido
Fukushuu Kyoushitsu;8.67/10;https://otakuteca.com/images/books/cover/9676_TMOmanga095129.jpg;Seinen;Acción, Drama, Horror, Psicológico, Vida Escolar;2013 - 2016;Leido
Furareta Sono hi ni Kyoudai ni Narimashita;0.00/10;https://otakuteca.com/images/books/cover/5ccd9fe388cc1.jpg;Shoujo;Comedia, Drama, Romance, Vida Escolar;2016;Leido
Go-Toubun no Hanayome;7.79/10;https://otakuteca.com/images/books/cover/5ca040478ac6e.jpg;Shounen;Comedia, Harem, Romance, Vida Escolar, Recuentos de la vida, Drama;2017 - 2020;Leido
Gochuumon wa Usagi desu ka? - Luminocity 22 (Doujinshi);0.00/10;https://otakuteca.com/images/books/cover/5d32439bcde39.jpg;Shoujo;Comedia, Girls Love;;Leido
Hadi Girl;7.50/10;https://otakuteca.com/images/books/cover/5c36479e1f526.jpg;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar;2011 - 2013;Leido
Haji-Otsu-;8.95/10;https://otakuteca.com/images/books/cover/8403_TMOmanga.jpg;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar;2010;Leido
Hatsukoi Maze;9.60/10;https://otakuteca.com/images/books/cover/5fcb9144cd14d.jpg;Shoujo;Comedia, Drama, Romance, Vida Escolar;2020 - 2022;Leido
Hazuki Kanon is not sweet;8.71/10;https://otakuteca.com/images/books/cover/6355c854a68f6.jpg;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar;2013 - 2016;Leido
Hibi Chouchou;9.50/10;https://otakuteca.com/images/books/cover/5c81c6079670f.jpg;Shoujo;Comedia, Romance, Vida Escolar, Recuentos de la vida;2012 - 2015;Leido
Himeno-chan ni Koi wa mada Hayai;8.60/10;https://otakuteca.com/images/books/cover/5f488fb47c622.jpg;Shounen;Comedia, Romance, Vida Escolar;2018 - 2021;Leido
Hoshoku-kei;0.00/10;https://otakuteca.com/images/books/cover/5dbcb27ee721a.jpg;Shounen;Comedia, Romance, Ciencia Ficción, Recuentos de la vida;2019;Leido
Me equivoqué;9.50/10;https://otakuteca.com/images/books/cover/5bdeaaec8ae86.jpg;Seinen;Crimen, Drama, Psicológico, Romance, Vida Escolar, Sobrenatural, Tragedia;2018;Leido
Ichijou Kaname to wa Kaka Waranai;9.18/10;https://otakuteca.com/images/books/cover/16880_TMOManga576839814c8d7.jpg;Shoujo;Romance, Vida Escolar, Fantasia;2016;Leido
Inu To Kuzu;8.27/10;https://otakuteca.com/images/books/cover/61441b12d5ff3.jpg;Seinen;Drama, Ecchi, Misterio, Romance, Psicológico, Thriller;2021 - 2022;Leido
Jitsu wa Watashi wa;9.67/10;https://otakuteca.com/images/books/cover/8068_TMOmanga164146.jpg;Shounen;Comedia, Fantasia, Sobrenatural, Romance, Vida Escolar, Recuentos de la vida;2013 - 2017;Leido
Kaguya-sama wa Kokurasetai: Tensai-tachi no Ren'ai Zunōsen;9.18/10;https://otakuteca.com/images/books/cover/5ec3178e58054.jpg;Seinen;Comedia, Psicológico, Romance, Vida Escolar, Drama, Recuentos de la vida;2015 - 2022;Leido
Kanojo wa Rokurokubi;8.25/10;https://otakuteca.com/images/books/cover/12304_TMOmanga151053.jpg;Shounen;Comedia, Sobrenatural, Vida Escolar, Drama, Romance;2015 - 2016;Leido
Kanpeki na Kanojo;0.00/10;https://otakuteca.com/images/books/cover/11517_TMOmanga005038.jpg;Seinen;Comedia, Romance, Vida Escolar;2008;Leido
Kimi ni Koisuru Satsujinki;6.86/10;https://otakuteca.com/images/books/cover/644de624427d7.jpg;Shounen;Drama, Psicológico, Romance, Gore;2020 - 2022;Leido
Kimi Wa Nani Mo Shiranai;6.00/10;https://otakuteca.com/images/books/cover/11502_TMOmanga104158.jpg;Shoujo;Comedia, Drama, Romance, Vida Escolar;2015;Leido
KimiKiss -Various Heroines-;8.98/10;https://otakuteca.com/images/books/cover/19233_TMOManga57c11a9217c7e.jpg;Shounen;Romance, Drama, Recuentos de la vida, Comedia, Ecchi;2016;Leido
Kishuku Gakkou no Juliet;8.71/10;https://otakuteca.com/images/books/cover/5c7afddc62d74.jpg;Shounen;Acción, Comedia, Romance, Vida Escolar, Ecchi, Harem, Recuentos de la vida;2015 - 2019;Leido
Kono Koi wa Fukami-kun no Plan ni wa Nai.;10.00/10;https://otakuteca.com/images/books/cover/5fa86d4b461de.jpg;Josei;Comedia, Romance, Vida Escolar;2019;Leido
Kumanishi Bijutsubu Rough Sketch Senpai;8.00/10;https://otakuteca.com/images/books/cover/5c8dbc0b4b7d8.jpg;Shounen;Comedia, Ecchi, Romance, Vida Escolar;2016 - 2018;Leido
Kuzumi-kun, can't you read the room;9.38/10;https://otakuteca.com/images/books/cover/6172d97b8cb42.jpg;Shounen;Comedia, Romance, Vida Escolar;2015;Leido
El Último Juego;8.67/10;https://otakuteca.com/images/books/cover/5c7b46941ff1a.jpg;Shoujo;Comedia, Drama, Romance;2011 - 2016;Leido
Lets Lagoon;9.09/10;https://otakuteca.com/images/books/cover/5c79d669cb550.jpg;Seinen;Drama, Ecchi, Sobrenatural, Misterio, Romance;2007 - 2018;Leido
Maga-Tsuki;8.00/10;https://otakuteca.com/images/books/cover/5e341fdec544a.jpg;Shounen;Comedia, Ecchi, Sobrenatural, Romance, Harem, Drama, Vida Escolar;2011 - 2017;Leido
Mahou Shoujo of the end;8.20/10;https://otakuteca.com/images/books/cover/5d9a5ca5e7561.jpg;Shounen;Sobrenatural, Horror, Fantasia, Gore, Tragedia, Ciencia Ficción;2012 - 2017;Leido
Fui Invocado por la Reina Demonio, pero no puedo entender lo que dice;7.50/10;https://otakuteca.com/images/books/cover/61fe0e8c46812.jpg;Shounen;Comedia, Demonios, Fantasia, Reencarnación, Romance;2019;Leido
Maou-sama to Kekkonshitai;9.00/10;https://otakuteca.com/images/books/cover/5b4abd189b499.jpg;Seinen;Comedia, Ecchi, Romance;2019;Leido
Maou-sama to Kekkonshitai;9.00/10;https://otakuteca.com/images/books/cover/6052d99490c07.jpg;Seinen;Comedia, Romance, Ecchi, Recuentos de la vida;2019 - 2021;Leido
Chico de mermelada pequeño;10.00/10;https://otakuteca.com/images/books/cover/6493bf368e8f1.jpg;Josei;Comedia, Romance, Vida Escolar, Recuentos de la vida, Familia, Niños;2013 - 2018;Leido
Masamune-kun no Revenge;7.00/10;https://otakuteca.com/images/books/cover/6212b7020037d.jpg;Shounen;Comedia, Romance, Harem, Vida Escolar, Drama, Psicológico, Recuentos de la vida;2012 - 2018;Leido
Midara na Ao-chan wa Benkyou ga Dekinai;8.50/10;https://otakuteca.com/images/books/cover/5de7e00a1570a.jpg;Shounen;Comedia, Ecchi, Romance, Vida Escolar;2015 - 2018;Leido
Mijuku na bokura;0.00/10;https://otakuteca.com/images/books/cover/5d3dfa99100df.jpg;Shoujo;Romance, Vida Escolar;2019;Leido
Nekota no Koto ga Kininatte Shikatanai;10.00/10;https://otakuteca.com/images/books/cover/15087_TMOmanga023252.jpg;Shoujo;Niños, Romance, Vida Escolar;2016;Leido
Not Lives;9.01/10;https://otakuteca.com/images/books/cover/13949_TMOmanga000330.jpg;Shounen;Acción, Comedia, Drama, Romance, Ciencia Ficción, Tragedia, Vida Escolar, Género Bender;2011;Leido
Ookami Shounen wa Kyou mo Uso wo Kasaneru;9.33/10;https://otakuteca.com/images/books/cover/5fcd3510e4c6e.jpg;Shounen;Comedia, Romance, Vida Escolar, Género Bender;2014 - 2017;Leido
Osananajimi ni Najimitai;8.00/10;https://otakuteca.com/images/books/cover/5e416b843be33.jpg;Seinen;Romance, Comedia, Recuentos de la vida;2018 - 2019;Leido
Pseudo Harem;9.00/10;https://otakuteca.com/images/books/cover/5ea7b47d8a055.jpg;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2018 - 2021;Leido
ReLIFE;9.48/10;https://otakuteca.com/images/books/cover/5c92bdabacfab.jpg;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar, Ciencia Ficción;2013 - 2018;Leido
Seishun Forget!;9.10/10;https://otakuteca.com/images/books/cover/8962_TMOmanga121945.jpg;Seinen;Comedia, Misterio, Romance, Vida Escolar;2011;Leido
Senaka Gurashi;8.90/10;https://otakuteca.com/images/books/cover/6350b29e59fa6.jpg;Seinen;Comedia, Recuentos de la vida, Romance;2010;Leido
Shingeki no Kyojin;8.13/10;https://otakuteca.com/images/books/cover/5d7098200b779.jpg;Shounen;Acción, Sobrenatural, Horror, Misterio, Tragedia, Apocalíptico, Superpoderes;2009 - 2021;Leido
Shinigami-Sama to 4-nin no Kanojo;6.50/10;https://otakuteca.com/images/books/cover/634db5568c80b.jpg;Shounen;Comedia, Ecchi, Fantasia, Romance, Harem, Vida Escolar;2013;Leido
Shinyuu no Mikami-kun;0.00/10;https://otakuteca.com/images/books/cover/5b3872f24735e.jpg;Shoujo;Romance, Vida Escolar;2013;Leido
Sore wa Totsuzen, Unmei no Aite ga;8.00/10;https://otakuteca.com/images/books/cover/604a87870caaa.jpg;Shounen;Comedia, Ecchi, Romance, Vida Escolar;2010 - 2012;Leido
Suki x Suki;6.50/10;https://otakuteca.com/images/books/cover/634f0098e133e.jpg;Shounen;Comedia, Romance, Vida Escolar, Sobrenatural;2016;Leido
Swap - Swap;9.12/10;https://otakuteca.com/images/books/cover/14114_TMOmanga105600.jpg;Shounen;Comedia, Sobrenatural, Vida Escolar, Girls Love;2014;Leido
Taisho Wotome Otogibanashi;10.00/10;https://otakuteca.com/images/books/cover/30644_TMOManga59b489ea60c88.jpg;Shounen;Drama, Historia, Romance, Recuentos de la vida, Comedia;2015 - 2017;Leido
The Breaker;10.00/10;https://otakuteca.com/images/books/cover/5c020475e4963.jpg;Shounen;Acción, Comedia, Drama, Sobrenatural, Vida Escolar, Artes Marciales;2007;Leido
The Breaker: New Waves;9.67/10;https://otakuteca.com/images/books/cover/5c02069b5e235.jpg;Shounen;Acción, Comedia, Drama, Ecchi, Romance, Vida Escolar, Artes Marciales;2010;Leido
Uramikoi, Koi, Uramikoi;9.16/10;https://otakuteca.com/images/books/cover/5d6534fd6443b.jpg;Shounen;Acción, Comedia, Drama, Sobrenatural, Romance, Crimen, Vida Escolar;2015 - 2020;Leido
Usotsuki Ouji to Nisemono Kanojo;8.77/10;https://otakuteca.com/images/books/cover/13393_TMOmanga183754.jpg;Shoujo;Comedia, Romance, Vida Escolar;2014;Leido
Wasureyuki;8.55/10;https://otakuteca.com/images/books/cover/11737_TMOmanga024047.jpg;Shoujo;Drama;2011;Leido
Watashi ni xx Shinasai!;5.00/10;https://otakuteca.com/images/books/cover/5e9e8381352e4.jpg;Shoujo;Comedia, Drama, Recuentos de la vida, Romance, Vida Escolar;2009 - 2015;Leido
Watashitachi wa Koi wo Shiranai;4.50/10;https://otakuteca.com/images/books/cover/5e176a2f23609.jpg;Seinen;Comedia, Romance, Vida Escolar;2018;Leido
Yochinouryoku Manga - Kuno Chiyo;9.50/10;https://otakuteca.com/images/books/cover/5f2dc29e09bcd.jpg;Seinen;Comedia, Romance, Vida Escolar, Recuentos de la vida, Superpoderes;2018;Leido
Yukuyuku Futari;9.09/10;https://otakuteca.com/images/books/cover/6102ec749e7b8.jpg;Shounen;Comedia, Romance, Vida Escolar;2016 - 2017;Leido
Bright and Cheery Amnesia;9.83/10;https://otakuteca.com/images/books/cover/5ffd293f73f8f.jpg;Josei;Comedia, Romance, Recuentos de la vida, Girls Love;2016;Pendiente
Asahina Wakaba to Marumaru na kareshi;8.92/10;https://otakuteca.com/images/books/cover/5de6cede5b61b.jpg;Seinen;Drama, Romance, Recuentos de la vida;2019;Pendiente
Naka no Hito Genome [Jikkyouchuu];7.67/10;https://otakuteca.com/images/books/cover/5d08f6af0d0f0.jpg;Shounen;Drama, Sobrenatural, Thriller, Comedia, Romance, Misterio;2014;Pendiente
Osananajimi no Mama ja Iya?;7.33/10;https://otakuteca.com/images/books/cover/5f06282c48906.jpg;Shounen;Comedia, Romance, Recuentos de la vida;2020;Pendiente
14-sai to Illustrator;8.64/10;https://otakuteca.com/images/books/cover/39549_TMOManga5b1312e606940.jpg;Shounen;Comedia, Ecchi, Recuentos de la vida, Romance;2018;Pendiente
Ao ashi;9.21/10;https://otakuteca.com/images/books/cover/63473039bf4c1.jpg;Seinen;Vida Escolar, Deporte;2015;Pendiente
Asagao to Kase-san;10.00/10;https://otakuteca.com/images/books/cover/5e3999c467603.jpg;Shoujo;Comedia, Recuentos de la vida, Romance, Deporte, Girls Love, Vida Escolar;2012;Pendiente
Billionaire Girl;8.81/10;https://otakuteca.com/images/books/cover/9056_TMOmanga113330.jpg;Seinen;Drama, Recuentos de la vida, Psicológico, Romance, Vida Escolar;2009;Pendiente
Boku no Hero Academia;7.15/10;https://otakuteca.com/images/books/cover/61b75e1112952.jpg;Shounen;Acción, Comedia, Vida Escolar, Superpoderes, Ciencia Ficción, Artes Marciales;2014;Pendiente
Boku to Kotori-chan;8.46/10;https://otakuteca.com/images/books/cover/12063_TMOmanga125007.jpg;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar;2013;Pendiente
Boku wa hajikko ga suki;8.32/10;https://otakuteca.com/images/books/cover/5f00d33f29e96.jpg;Shounen;Comedia, Romance, Vida Escolar, Ecchi;2011;Pendiente
Bokura wa Minna Kawaisou;8.43/10;https://otakuteca.com/images/books/cover/5b7ccc88cd4f4.jpg;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar, Drama;2010 - 2018;Pendiente
Bonnouji;9.21/10;https://otakuteca.com/images/books/cover/11656_TMOmanga130113.jpg;Seinen;Comedia, Drama, Recuentos de la vida, Romance;2008;Pendiente
Heroe Suicida de Clase SSS;8.86/10;https://otakuteca.com/images/books/cover/5fee1ccc8e689.jpg;Seinen;Acción, Comedia, Fantasia, Artes Marciales, Romance, Sobrenatural;2020;Pendiente
Mikakunin de Shinkoukei;9.50/10;https://otakuteca.com/images/books/cover/5e1975c346350.jpg;Seinen;Comedia, Recuentos de la vida, Fantasia, Sobrenatural, Romance, Vida Escolar;2009;Pendiente
Dame na Kanojo wa Amaetai;8.00/10;https://otakuteca.com/images/books/cover/5b556d0c81a99.jpg;Shounen;Comedia, Vida Escolar, Recuentos de la vida;2018 - 2019;Pendiente
Dead Mount Death Play;8.33/10;https://otakuteca.com/images/books/cover/63769fb3f36aa.jpg;Seinen;Reencarnación, Gore, Demonios, Magia, Supervivencia, Crimen;2017;Pendiente
Dead Tube;7.59/10;https://otakuteca.com/images/books/cover/5e1ce2d1865e2.jpg;Seinen;Ecchi, Horror, Misterio, Psicológico, Romance, Vida Escolar, Gore;2014;Pendiente
El Dios de la Escuela Secundaria;10.00/10;https://otakuteca.com/images/books/cover/5d3df9c5378b5.jpg;Shounen;Acción, Aventura, Comedia, Fantasia, Sobrenatural, Artes Marciales;2011;Pendiente
FFF-Class Trashero;7.86/10;https://otakuteca.com/images/books/cover/5dcc685c0d3a4.jpg;Shounen;Acción, Aventura, Demonios, Fantasia, Magia, Reencarnación, Harem;2019;Pendiente
From Nightmare to Love;10.00/10;https://otakuteca.com/images/books/cover/5b41760601814.jpg;Shoujo;Drama, Romance, Vida Escolar, Recuentos de la vida, Tragedia;2018;Pendiente
Fudatsuki no Kyoko-chan;8.75/10;https://otakuteca.com/images/books/cover/5b411e85517bd.jpg;Shounen;Comedia, Sobrenatural, Romance, Vida Escolar;2013 - 2016;Pendiente
Fujimura-kun Mates;9.14/10;https://otakuteca.com/images/books/cover/634d8dbba356b.jpg;Shounen;Comedia, Romance, Harem, Vida Escolar;2009;Pendiente
Futaba-san Chi no Kyoudai;0.00/10;https://otakuteca.com/images/books/cover/5c86d0569cf29.jpg;Seinen;Comedia, Ecchi, Romance, Vida Escolar, Recuentos de la vida;2017;Pendiente
Futari de Koi wo suru Riyuu;9.00/10;https://otakuteca.com/images/books/cover/5c34fb8428260.jpg;Shoujo;Romance, Vida Escolar;2018;Pendiente
Galge no Sekai yo, Youkoso!;5.00/10;https://otakuteca.com/images/books/cover/20799_TMOManga581cac6acc198.jpg;Shounen;Comedia, Drama, Ecchi, Harem, Romance, Vida Escolar;2011;Pendiente
Hajimari no Niina;9.21/10;https://otakuteca.com/images/books/cover/5e3812965aee9.jpg;Shoujo;Drama, Recuentos de la vida, Romance, Vida Escolar;2010;Pendiente
Hatsu Haru;8.00/10;https://otakuteca.com/images/books/cover/634dfc3ad29c4.jpg;Shoujo;Romance, Vida Escolar, Comedia;2014 - 2018;Pendiente
Henyoku no Labyrinth;9.80/10;https://otakuteca.com/images/books/cover/9204_TMOmanga.jpg;Shoujo;Sobrenatural, Romance, Vida Escolar;2014;Pendiente
Hitorimi Haduki-san to;8.79/10;https://otakuteca.com/images/books/cover/8404_TMOmanga.jpg;Shoujo;Comedia, Romance;2011;Pendiente
Iinazuke Kyoutei;8.87/10;https://otakuteca.com/images/books/cover/5e342f1d30e51.jpg;Seinen;Comedia, Ecchi, Romance, Harem, Vida Escolar;2012 - 2018;Pendiente
Kage no Jitsuryokusha ni Naritakute;6.00/10;https://otakuteca.com/images/books/cover/5c880a1fcb531.jpg;Seinen;Acción, Aventura, Fantasia, Harem, Reencarnación, Comedia, Demonios;;Pendiente
Karakai Jouzu no (Moto) Takagi-san;9.47/10;https://otakuteca.com/images/books/cover/5c7b0450287b7.jpg;Shounen;Comedia, Romance, Recuentos de la vida, Familia;2017;Pendiente
Kibishii Onna Joushi ga Koukousei ni Modottara Ore ni Dere Dere suru Riyuu;8.00/10;https://otakuteca.com/images/books/cover/63b202ddc7519.jpg;Seinen;Aventura, Comedia, Romance, Vida Escolar;2023;Pendiente
Kimi Dake ga Hontou;0.00/10;https://otakuteca.com/images/books/cover/6391f0520b2a5.jpg;Seinen;Ecchi, Vida Escolar, Drama, Psicológico, Tragedia, Boys Love, Romance;2022;Pendiente
Kimi no Iru Machi;7.80/10;https://otakuteca.com/images/books/cover/5b7dda56b528c.jpg;Shounen;Comedia, Drama, Recuentos de la vida, Ecchi, Romance, Harem, Vida Escolar;2008;Pendiente
Kin no Kanojo, Gin no Kanojo;9.00/10;https://otakuteca.com/images/books/cover/5cc89f37d4db7.jpg;Shounen;Comedia, Ecchi, Sobrenatural, Romance, Vida Escolar, Fantasia, Harem;2014 - 2018;Pendiente
Koi Neko;10.00/10;https://otakuteca.com/images/books/cover/6312be7a11cf4.jpg;Seinen;Comedia, Recuentos de la vida, Fantasia, Romance, Vida Escolar;2004 - 2012;Pendiente
Koko wo Isekai to Suru!;5.50/10;https://otakuteca.com/images/books/cover/5c01d523cf466.jpg;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2018;Pendiente
Kore wa Ai de, Koi ja nai;10.00/10;https://otakuteca.com/images/books/cover/612fb1ae3e575.jpg;Shoujo;Comedia, Drama, Fantasia, Romance, Vida Escolar;2019;Pendiente
La Aventura de Fantasía de la Señorita Muñeca;0.00/10;https://otakuteca.com/images/books/cover/5c26e794a7c5d.jpg;Josei;Aventura, Drama, Fantasia, Género Bender, Girls Love;2015;Pendiente
La historia no es como yo lo pensaba;7.00/10;https://otakuteca.com/images/books/cover/5b793be69a48e.jpg;Seinen;Acción, Comedia, Fantasia, Gore, Romance, Vida Escolar;2018;Pendiente
