Title;Rating;Image;Demography;Genres;Year;List
I Want to Do Bad Things with You;6.33/10;https://otakuteca.com/images/books/cover/635a26e8569a0.jpg;Shounen;Acción, Comedia, Romance, Vida Escolar;2022;Siguiendo
Amor, clarividencia e inexperiencia;8.50/10;https://otakuteca.com/images/books/cover/62f0b7ed8039b.jpg;Shounen;Comedia, Romance, Vida Escolar;2021;Siguiendo
Koi to Utatane;9.00/10;https://otakuteca.com/images/books/cover/5f8ee38f1a90b.jpg;Shounen;Recuentos de la vida, Romance, Vida Escolar;2017;Siguiendo
Koi wa iikara nemuritai!;7.67/10;https://otakuteca.com/images/books/cover/6094b4ee24c15.jpg;Shounen;Comedia, Ecchi, Romance, Vida Escolar, Harem;2020;Siguiendo
Love After World Domination;8.80/10;https://otakuteca.com/images/books/cover/625072312d9d9.jpg;Shounen;Acción, Aventura, Comedia, Romance, Ciencia Ficción, Sobrenatural;2019 - 2022;Siguiendo
Kokoro Kimi-iro Sakurairo;8.62/10;https://otakuteca.com/images/books/cover/5ff89752bb128.jpg;Shoujo;Romance;2016;Siguiendo
Konna Watashi ni Kitaishinai de;6.67/10;https://otakuteca.com/images/books/cover/5f470be28a5e6.jpg;Seinen;Comedia, Ecchi, Vida Escolar;2020 - 2022;Siguiendo
Kono Gomi o Nanto Yobu;4.00/10;https://otakuteca.com/images/books/cover/62943efead8b4.jpg;Seinen;Comedia, Drama, Psicológico, Romance, Vida Escolar;2020;Siguiendo
Kono Sekai wa Tsuite iru;9.00/10;https://otakuteca.com/images/books/cover/5c9112c76d44b.jpg;Seinen;Comedia, Demonios, Fantasia, Vampiros, Romance;2018;Siguiendo
Kubo-san wa Boku (Mobu) wo Yurusanai;8.38/10;https://otakuteca.com/images/books/cover/5ef13f8de9087.jpg;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2019 - 2023;Siguiendo
Class no Daikirai na Joshi to Kekkon Suru Koto ni Natta.;9.80/10;https://otakuteca.com/images/books/cover/61cc613677555.jpg;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2021;Siguiendo
Kuroiwa Medaka Ni Watashi No Kawaii Ga Tsuujinai;8.42/10;https://otakuteca.com/images/books/cover/60f71edeeb668.jpg;Shounen;Comedia, Ecchi, Romance, Vida Escolar, Recuentos de la vida;2021;Siguiendo
The Black Cat and the Witch Classroom;7.00/10;https://otakuteca.com/images/books/cover/632dba2a2b30a.jpg;Shounen;Comedia, Fantasia, Romance, Vida Escolar, Recuentos de la vida, Sobrenatural;2021;Siguiendo
Kusunoki-san wa Koukou Debut ni Shippaishiteiru;10.00/10;https://otakuteca.com/images/books/cover/644bfa214f7f2.jpg;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2022;Siguiendo
Kyou kara Ore wa Loli no Himo!;7.75/10;https://otakuteca.com/images/books/cover/5ea0e6633e2aa.jpg;Seinen;Comedia, Ecchi, Harem, Romance, Recuentos de la vida;2018;Siguiendo
La Vida Después de la Muerte;8.89/10;https://otakuteca.com/images/books/cover/5ddde8a92558c.jpg;Shounen;Acción, Aventura, Comedia, Drama, Magia, Reencarnación, Superpoderes;2018;Siguiendo
Viviendo En Este Mundo Con Cortar Y Pegar;0.00/10;https://otakuteca.com/images/books/cover/5b96be485dd63.jpg;Seinen;Acción, Aventura, Ecchi, Fantasia, Harem, Romance, Recuentos de la vida;2016;Siguiendo
Lo siento mucho Ojou Sama, pero a mí me gusta la sirvienta;7.50/10;https://otakuteca.com/images/books/cover/63a102143f18b.jpg;Shounen;Comedia, Drama, Romance;2022;Siguiendo
Mairimashita! Iruma-kun;9.36/10;https://otakuteca.com/images/books/cover/60dccc7dbac27.jpg;Shounen;Comedia, Fantasia, Sobrenatural, Demonios, Magia, Vida Escolar, Romance;2017;Siguiendo
Mamahaha no tsurego ga moto kanodatta;7.00/10;https://otakuteca.com/images/books/cover/5ccd0bf3b5c18.jpg;Shounen;Comedia, Romance, Vida Escolar;2019;Siguiendo
Soy el Rey Demonio. Me volví a casar con la madre de una heroína, así que ella se convirtió en mi hijastra;9.00/10;https://otakuteca.com/images/books/cover/5c6f76c965ddd.jpg;Seinen;Acción, Comedia, Fantasia, Magia, Romance;2019;Siguiendo
Mi esposa es demasiado perfecta, así que ¿puedo molestarla?;10.00/10;https://otakuteca.com/images/books/cover/641c2974d91fa.jpg;Shounen;Comedia, Romance, Recuentos de la vida, Ecchi;2021;Siguiendo
Boku no Heya ga Dungeon no Kyuukeijo ni Natteshimatta Ken;6.40/10;https://otakuteca.com/images/books/cover/635a4cfcaaa2e.jpg;Seinen;Aventura, Comedia, Romance, Ecchi, Harem, Fantasia, Recuentos de la vida;2017;Siguiendo
Mission: Yozakura Family;7.83/10;https://otakuteca.com/images/books/cover/6154c99c9be62.jpg;Shounen;Acción, Comedia, Romance, Crimen, Drama, Vida Escolar;2019;Siguiendo
Mizuki-senpai es una adivinadora de amor;8.50/10;https://otakuteca.com/images/books/cover/63a74bf3609d8.jpg;Seinen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2020;Siguiendo
Mofu O Neesan No Atatame-kata;10.00/10;https://otakuteca.com/images/books/cover/5cef2e24c8d57.jpg;Seinen;Comedia, Romance, Recuentos de la vida;2019;Siguiendo
Mother of Learning;8.88/10;https://otakuteca.com/images/books/cover/35386_TMOManga5a728f7fe1e0d.jpg;Shounen;Acción, Aventura, Ciencia Ficción, Supervivencia, Fantasia, Magia, Misterio, Recuentos de la vida, Sobrenatural, Thriller, Vida Escolar;2011;Siguiendo
Munou na Nana;6.44/10;https://otakuteca.com/images/books/cover/619043314ff3c.jpg;Shounen;Psicológico, Sobrenatural, Vida Escolar, Drama, Horror;2016;Siguiendo
Musunde Hiraite;9.05/10;https://otakuteca.com/images/books/cover/14682_TMOmanga033414.jpg;Shounen;Comedia, Romance, Vida Escolar;2009;Siguiendo
My girlfriend is a Dragon;10.00/10;https://otakuteca.com/images/books/cover/5c6a101d96d81.jpg;Shounen;Comedia, Fantasia, Magia, Romance, Vida Escolar, Harem;2018;Siguiendo
Nega-kun to Posi-chan;8.20/10;https://otakuteca.com/images/books/cover/5f8de7846a83d.jpg;Shounen;Comedia, Romance, Vida Escolar;2019;Siguiendo
New Normal;10.00/10;https://otakuteca.com/images/books/cover/6025152849790.jpg;Seinen;Comedia, Romance, Recuentos de la vida, Drama;2020;Siguiendo
Ochikazuki ni Naritai Manga;10.00/10;https://otakuteca.com/images/books/cover/5e08138614a67.jpg;Shounen;Comedia, Romance, Vida Escolar;2019;Siguiendo
Oku-sama wa Niizuma-chan;8.50/10;https://otakuteca.com/images/books/cover/64ee25aec44ec.jpg;Seinen;Comedia, Romance, Recuentos de la vida;2019;Siguiendo
Okyu no Trinity;8.65/10;https://otakuteca.com/images/books/cover/62f04fb99b590.jpg;Shounen;Fantasia, Romance, Comedia;2017 - 2020;Siguiendo
OMOI GA OMOI OMOI-SAN;8.50/10;https://otakuteca.com/images/books/cover/61fe42d65703d.jpg;Shounen;Comedia, Romance, Vida Escolar;2019;Siguiendo
One Punch-Man;9.14/10;https://otakuteca.com/images/books/cover/5bc7cc1d2cf73.jpg;Seinen;Acción, Comedia, Ciencia Ficción, Artes Marciales, Parodia, Superpoderes;2012;Siguiendo
Oni Futatsu;9.06/10;https://otakuteca.com/images/books/cover/5ce5fc02621a6.jpg;Shounen;Acción, Comedia, Fantasia, Romance, Vida Escolar, Sobrenatural;2017;Siguiendo
Oni-san no Tokorohe Mairimashita;8.50/10;https://otakuteca.com/images/books/cover/5c4c98b58201a.jpg;Shoujo;Comedia, Fantasia, Romance, Recuentos de la vida;2018 - 2019;Siguiendo
Onizuka-chan to Sawarida-kun;8.75/10;https://otakuteca.com/images/books/cover/5f18c1ce473b9.jpg;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida, Sobrenatural;2019;Siguiendo
Ore dake Haireru Kakushi Dungeon: Kossori Kitaete Sekai Saikyou;5.75/10;https://otakuteca.com/images/books/cover/5b74de6f8fec0.jpg;Shounen;Acción, Aventura, Fantasia, Harem, Romance, Comedia, Ecchi;2018;Siguiendo
Ore wo Suki Nano wa Omae Dake ka yo;6.53/10;https://otakuteca.com/images/books/cover/25002_TMOManga58f54c08891c9.jpg;Shounen;Drama, Romance, Vida Escolar, Comedia, Ecchi, Harem, Recuentos de la vida;2017;Siguiendo
¿Puedo aceptar tu propuesta de todos esos años?;8.00/10;https://otakuteca.com/images/books/cover/5bc569cb317af.jpg;Shounen;Comedia, Romance, Recuentos de la vida;2018;Siguiendo
Osananajimi ga Zettai ni Makenai Love Comedy;4.83/10;https://otakuteca.com/images/books/cover/60270b380ec74.jpg;Shounen;Comedia, Drama, Romance, Harem, Vida Escolar;2019;Siguiendo
Otaku ni Otoku na Gal Gurashi;10.00/10;https://otakuteca.com/images/books/cover/63e469bcbd5ab.jpg;Shounen;Comedia, Drama, Realidad, Romance, Vida Escolar, Recuentos de la vida;2021;Siguiendo
Otome Kaijuu Caramelize;9.67/10;https://otakuteca.com/images/books/cover/5b767735d6480.jpg;Shoujo;Comedia, Romance, Vida Escolar, Sobrenatural;2018;Siguiendo
Owari no Seraph;7.40/10;https://otakuteca.com/images/books/cover/6271c2399753b.jpg;Shounen;Acción, Sobrenatural, Aventura, Ciencia Ficción, Vampiros, Romance, Superpoderes;2012;Siguiendo
Pashiri na Boku to Koisuru Banchou-san;9.00/10;https://otakuteca.com/images/books/cover/61b386f1dbfbe.jpg;Shounen;Comedia, Vida Escolar, Recuentos de la vida, Romance, Drama, Realidad;2017 - 2021;Siguiendo
Player;8.00/10;https://otakuteca.com/images/books/cover/5f95ec683ee9f.jpg;Seinen;Acción, Aventura, Fantasia, Psicológico, Realidad, Reencarnación, Superpoderes;;Siguiendo
The Story Between a Dumb Prefect and a High School Girl with an Inappropriate Skirt Length;8.50/10;https://otakuteca.com/images/books/cover/6164202f663cb.jpg;Shounen;Comedia, Romance, Vida Escolar;2019;Siguiendo
Promised Orchid;9.50/10;https://otakuteca.com/images/books/cover/5e57c88696aa2.jpg;Seinen;Acción, Aventura, Demonios, Drama, Fantasia, Gore, Horror;2019 - 2021;Siguiendo
Pure Love ✕ Insult Complex;0.00/10;https://otakuteca.com/images/books/cover/5b2c4c7daa244.jpg;Seinen;Acción, Comedia, Harem, Artes Marciales, Psicológico, Romance, Tragedia;2011;Siguiendo
R15+ Ja Dame Desuka?;9.00/10;https://otakuteca.com/images/books/cover/62a5deeaac404.jpg;Seinen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2022;Siguiendo
Re-Friendzone;10.00/10;https://otakuteca.com/images/books/cover/5b58ba8837740.jpg;Shounen;Comedia, Romance, Fantasia, Drama, Tragedia, Acción, Reencarnación;2017 - 2019;Siguiendo
Saliendo Con Una Chica Gamer;8.50/10;https://otakuteca.com/images/books/cover/6052cca389846.jpg;Seinen;Comedia, Romance, Recuentos de la vida;2018;Siguiendo
Shuumatsu no Valkyrie;9.19/10;https://otakuteca.com/images/books/cover/64737aec24c7e.jpg;Seinen;Acción, Historia, Artes Marciales, Samurái, Sobrenatural, Superpoderes, Tragedia;2017;Siguiendo
Release that witch;9.00/10;https://otakuteca.com/images/books/cover/633f6849ef27d.jpg;Seinen;Acción, Aventura, Fantasia, Harem, Reencarnación, Comedia, Magia;2018;Siguiendo
Retort Pouch!;8.70/10;https://otakuteca.com/images/books/cover/5e3861eec652c.jpg;Seinen;Comedia, Ecchi, Romance, Harem, Vida Escolar;2014 - 2018;Siguiendo
Rokujo Hito x ma (PIXIV);7.50/10;https://otakuteca.com/images/books/cover/5bfc6c683e136.jpg;Seinen;Demonios, Drama, Ecchi, Fantasia, Romance, Comedia;2018;Siguiendo
Sachiiro no one room;10.00/10;https://otakuteca.com/images/books/cover/30900_TMOManga59c1811e5e4ff.jpg;Shounen;Drama, Romance, Recuentos de la vida;2016;Siguiendo
Saeki-san wa Nemutteru;9.00/10;https://otakuteca.com/images/books/cover/5de7ddfcae6ac.jpg;Shounen;Comedia, Romance, Vida Escolar;2018 - 2020;Siguiendo
Saijo no Osewa: Takane no Hana-darake na Meimonkou de, Gakuin Ichi no Ojou-sama (Seikatsu Nouryoku Kaimu) wo Kagenagara Osewasuru Koto ni Narimashita;9.00/10;https://otakuteca.com/images/books/cover/60e1e7bfe095f.jpg;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida, Harem;2021;Siguiendo
Sakura-chan to Amane-kun;8.98/10;https://otakuteca.com/images/books/cover/38494_TMOManga5ad75e2586c08.jpg;Shoujo;Género Bender, Vida Escolar, Romance;2018;Siguiendo
Sakurai-San Wa Kizuite Hoshii;7.56/10;https://otakuteca.com/images/books/cover/6186f4ffb2c72.jpg;Shounen;Comedia, Romance, Vida Escolar;2019;Siguiendo
"Seibetsu ""Mona Lisa"" no Kimi he.";9.06/10;https://otakuteca.com/images/books/cover/5c721d1ef1f63.jpg;Shounen;Drama, Recuentos de la vida, Romance, Vida Escolar, Psicológico;2018;Siguiendo
Sensei wa koi o oshie rarenai;9.77/10;https://otakuteca.com/images/books/cover/5fa6cfdb4b10d.jpg;Shounen;Romance, Vida Escolar, Comedia, Recuentos de la vida;2018;Siguiendo
Sensei, Kongetsu Dou Desu ka;8.00/10;https://otakuteca.com/images/books/cover/62db63f05bfe7.jpg;Seinen;Drama, Romance, Recuentos de la vida, Sobrenatural;2020;Siguiendo
Drawing While Masturbating;8.00/10;https://otakuteca.com/images/books/cover/5cc8a0ebc0ff3.jpg;Seinen;Comedia, Ecchi, Romance, Drama, Harem, Recuentos de la vida;2018;Siguiendo
Shindere Shoujo to Kodoku na Shinigami;9.12/10;https://otakuteca.com/images/books/cover/5f1296d0e8dfd.jpg;Shounen;Comedia, Recuentos de la vida, Sobrenatural, Misterio, Psicológico, Romance;2011;Siguiendo
Shinigami Bocchan to Kuro Maid;9.38/10;https://otakuteca.com/images/books/cover/5c17d4223ecb7.jpg;Seinen;Romance, Comedia, Sobrenatural, Drama, Ecchi, Tragedia;2017;Siguiendo
Shiunji-ke no Kodomotachi;7.40/10;https://otakuteca.com/images/books/cover/6213dd1d981f4.jpg;Shounen;Comedia, Romance, Vida Escolar, Drama, Recuentos de la vida;2022;Siguiendo
Siscon Ani to Brocon Imouto ga Shoujiki ni Nattara;7.50/10;https://otakuteca.com/images/books/cover/5b368af459e3c.jpg;Seinen;Romance, Comedia, Vida Escolar, Drama, Recuentos de la vida;2017 - 2020;Siguiendo
Solo Leveling;9.11/10;https://otakuteca.com/images/books/cover/5c2efcd42cd5e.jpg;Shounen;Acción, Sobrenatural, Comedia, Magia, Reencarnación, Apocalíptico, Romance;2017;Siguiendo
Sotodura Danshi no Shimizu-kun;0.00/10;https://otakuteca.com/images/books/cover/629fc5192f161.jpg;Shoujo;Comedia, Romance, Vida Escolar;2021;Siguiendo
Bunretsu Lover;0.00/10;https://otakuteca.com/images/books/cover/5ec2d2c9af43f.jpg;Shounen;Comedia, Ecchi, Harem, Romance, Vida Escolar, Sobrenatural;2018;Siguiendo
SPY X FAMILY;9.21/10;https://otakuteca.com/images/books/cover/5cbe51e196611.jpg;Shounen;Acción, Comedia, Familia, Romance, Drama, Recuentos de la vida;2019;Siguiendo
Stalkers;0.00/10;https://otakuteca.com/images/books/cover/5c16d87859340.jpg;Shounen;Comedia, Romance;2018;Siguiendo
Sukinako ga Megane wo wasureta;9.75/10;https://otakuteca.com/images/books/cover/61bc736fea076.jpg;Shounen;Comedia, Vida Escolar, Romance, Recuentos de la vida;2018;Siguiendo
Takane no hana nara ochitekoi!!;9.08/10;https://otakuteca.com/images/books/cover/638beb66e64dc.jpg;Shounen;Comedia, Recuentos de la vida, Romance, Vida Escolar, Drama;2015 - 2019;Siguiendo
The Maid Who Can't Hide Her Feelings;0.00/10;https://otakuteca.com/images/books/cover/5d7d332261d56.jpg;Shounen;Comedia, Romance;2019;Siguiendo
Tobakushi wa Inoranai;0.00/10;https://otakuteca.com/images/books/cover/5ba7ec77a9183.jpg;Seinen;Drama, Historia, Realidad, Romance, Tragedia;2018;Siguiendo
Tokyo Revengers;7.10/10;https://otakuteca.com/images/books/cover/64234208ee646.jpg;Shounen;Acción, Drama, Romance, Vida Escolar, Misterio, Sobrenatural, Tragedia;2017 - 2022;Siguiendo
Tonari no Baka to Tsudzuku Uso;8.00/10;https://otakuteca.com/images/books/cover/5d7468dc2c51a.jpg;Shoujo;Comedia, Ecchi, Romance, Vida Escolar, Recuentos de la vida;2019;Siguiendo
Tonikaku Kawaii;8.44/10;https://otakuteca.com/images/books/cover/614fa8c82fce9.jpg;Shounen;Comedia, Romance, Recuentos de la vida, Familia, Historia, Misterio, Ciencia Ficción;2018;Siguiendo
Torture Tournament;0.00/10;https://otakuteca.com/images/books/cover/5b4eee33430bb.jpg;Seinen;Acción, Gore, Horror;2017;Siguiendo
Tsuki no Oki ni Mesu mama;0.00/10;https://otakuteca.com/images/books/cover/5e888db25554f.jpg;Shoujo;Romance, Vida Escolar, Recuentos de la vida;2020;Siguiendo
Tsurenai Kanojo no Hitorijime;10.00/10;https://otakuteca.com/images/books/cover/62598365e6bda.jpg;Josei;Drama, Romance, Recuentos de la vida;2021;Siguiendo
uchi no hentai maid;9.50/10;https://otakuteca.com/images/books/cover/5ccbae854c2d6.jpg;Shounen;Comedia, Ecchi, Romance, Recuentos de la vida, Harem;2018;Siguiendo
A Cute Girlfriend.;7.77/10;https://otakuteca.com/images/books/cover/63b2b1bfc6e55.jpg;Shounen;Romance, Recuentos de la vida, Crimen, Drama, Misterio, Psicológico;2022;Siguiendo
Ura de Yancha-na Gouinda-san;0.00/10;https://otakuteca.com/images/books/cover/641a8f9196d89.jpg;Shounen;Comedia, Ecchi, Romance, Vida Escolar;2023;Siguiendo
Urami-san wa Kyou mo Ayaui;5.50/10;https://otakuteca.com/images/books/cover/37361_TMOManga5ab4447536622.jpg;Shounen;Romance, Comedia, Vida Escolar, Recuentos de la vida;2017;Siguiendo
Vinland Saga;9.00/10;https://otakuteca.com/images/books/cover/9715_TMOmanga162946.jpg;Seinen;Acción, Aventura, Drama, Historia, Gore, Psicológico, Tragedia;2005;Siguiendo
Watari-kun no xx ga Houkai Sunzen;9.00/10;https://otakuteca.com/images/books/cover/5f2f922b901dd.jpg;Seinen;Comedia, Recuentos de la vida, Ecchi, Romance, Harem, Vida Escolar;2014;Siguiendo
Watashi no Shounen;9.04/10;https://otakuteca.com/images/books/cover/6312aee97cd85.jpg;Seinen;Psicológico, Romance, Recuentos de la vida, Drama;2015 - 2020;Siguiendo
The Promised Neverland;8.69/10;https://otakuteca.com/images/books/cover/5ba2a0852dc2e.jpg;Shounen;Demonios, Ciencia Ficción, Misterio, Horror, Acción, Psicológico, Drama;2016 - 2020;Siguiendo
Yamada-kun to Lv999 no Koi wo Suru;9.09/10;https://otakuteca.com/images/books/cover/633e296518275.jpg;Shoujo;Drama, Romance, Comedia;2019;Siguiendo
Yuujin-chara no Ore ga Motemakuru Wakenaidarou?;9.00/10;https://otakuteca.com/images/books/cover/5d39bbfb34136.jpg;Shounen;Comedia, Harem, Romance, Vida Escolar;2019;Siguiendo
Binetsu Kuukan;8.67/10;https://otakuteca.com/images/books/cover/5cbe070127d11.jpg;Josei;Comedia, Romance;2014;Favorito
Boku no Kokoro no Yabai Yatsu;8.77/10;https://otakuteca.com/images/books/cover/60f4daf40dc87.jpg;Shounen;Recuentos de la vida, Vida Escolar, Comedia, Romance;2018;Favorito
Hiiragi-san Chi no Kyuuketsu Jijou;7.00/10;https://otakuteca.com/images/books/cover/6410227a103cd.jpg;Shounen;Comedia, Familia, Romance, Vampiros;2021;Favorito
Grand Blue;8.81/10;https://otakuteca.com/images/books/cover/6190474616ca1.jpg;Seinen;Ecchi, Romance, Vida Escolar, Recuentos de la vida, Deporte, Comedia;2014;Favorito
Isshiki-san wa Koi wo Shiritai;9.25/10;https://otakuteca.com/images/books/cover/647e97b0bcab9.jpg;Shounen;Comedia, Historia, Romance, Recuentos de la vida;2020;Favorito
Kanojo mo Kanojo;8.98/10;https://otakuteca.com/images/books/cover/6134315b6229b.jpg;Shounen;Comedia, Romance, Vida Escolar, Harem, Drama, Recuentos de la vida;2020 - 2023;Favorito
Karakai Jouzu no Takagi-san;9.05/10;https://otakuteca.com/images/books/cover/5b36505db2687.jpg;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2012;Favorito
Mikadono Sanshimai wa Angai, Choroi;8.20/10;https://otakuteca.com/images/books/cover/6357091469fb6.jpg;Shounen;Comedia, Harem, Romance;2021;Favorito
Oroka na Tenshi wa Akuma to Odoru;9.25/10;https://otakuteca.com/images/books/cover/5ed9156c7b184.jpg;Seinen;Acción, Comedia, Vida Escolar, Romance, Demonios, Drama, Magia;2016;Favorito
Re:Zero Kara Hajimeru Isekai Seikatsu;10.00/10;https://otakuteca.com/images/books/cover/64f77458977c7.jpg;Seinen;Drama, Fantasia, Gore, Tragedia, Misterio, Psicológico, Supervivencia;2012;Favorito
Reincarne;0.00/10;https://otakuteca.com/images/books/cover/61876f811b5de.jpg;Shounen;Comedia, Ecchi, Género Bender, Harem, Reencarnación, Romance;2021;Favorito
Soredemo Ayumu wa Yosetekuru;9.50/10;https://otakuteca.com/images/books/cover/609ebaa9d1385.jpg;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2019;Favorito
Temple;10.00/10;https://otakuteca.com/images/books/cover/5e710b46500cd.jpg;Shounen;Comedia, Ecchi, Harem, Romance, Recuentos de la vida;2018;Favorito
The Breaker: Eternal Force;10.00/10;https://otakuteca.com/images/books/cover/6274088103fc4.jpg;Shounen;Acción, Aventura, Drama, Artes Marciales, Comedia, Romance, Vida Escolar;2022;Favorito
I Favour the Villainess;10.00/10;https://otakuteca.com/images/books/cover/5d5498e42b9ea.jpg;Shoujo;Comedia, Drama, Fantasia, Romance, Vida Escolar, Girls Love;;Abandonado
